tp_sl_ratio,total_pnl,avg_win_rate,total_trades,avg_edge,pnl_per_day,days_tested,gex_filter_enabled
4.0,113634.20000000004,0.3772900274692133,309365,1.9878728820807376,6313.011111111114,18,False
2.0,-169411.80000000002,0.3772900274692133,309365,1.1411010682838854,-9411.766666666668,18,False
1.0,-310934.79999999993,0.3772900274692133,309365,-1.0108803172100174,-17274.155555555553,18,False
0.5,-381696.29999999993,0.3772900274692133,309365,0.5504746690553743,-21205.349999999995,18,False
0.25,-417077.04999999993,0.3772900274692133,309365,0.4561521621880709,-23170.947222222218,18,False
