threshold,trades_taken,win_rate,net_pnl,pnl_per_trade,edge,total_commissions,model,position_sizing
0.3,12145,0.16451214491560312,14879.1,1.2251214491560314,0.12251214491560312,5100.9,lstm,fixed
0.3,12056,0.1643994691439947,14756.48,1.2239946914399469,0.1223994691439947,5063.5199999999995,cv_lstm,fixed
0.35,11737,0.16503365425577235,14440.46,1.2303365425577233,0.12303365425577235,4929.54,lstm,fixed
0.3,11676,0.16469681397738953,14326.08,1.2269681397738952,0.12269681397738953,4903.92,ensemble_median,fixed
0.35,11429,0.16361886429258904,13899.82,1.2161886429258904,0.12161886429258904,4800.179999999999,cv_lstm,fixed
0.39999999999999997,10997,0.1649540783850141,13521.26,1.2295407838501409,0.12295407838501411,4618.74,lstm,fixed
0.35,11025,0.163718820861678,13419.5,1.21718820861678,0.121718820861678,4630.5,ensemble_median,fixed
0.39999999999999997,10717,0.16469161145843053,13148.86,1.2269161145843053,0.12269161145843054,4501.139999999999,cv_lstm,fixed
0.39999999999999997,10148,0.16495861253448957,12477.84,1.2295861253448956,0.12295861253448957,4262.16,ensemble_median,fixed
0.44999999999999996,10048,0.1651074840764331,12369.84,1.2310748407643313,0.12310748407643311,4220.16,lstm,fixed
0.3,10153,0.1624150497389934,12225.74,1.204150497389934,0.1204150497389934,4264.26,cv_lstm,confidence
0.44999999999999996,9846,0.1639244363193175,12004.68,1.2192443631931749,0.1219244363193175,4135.32,cv_lstm,fixed
0.3,9837,0.16092304564399715,11698.46,1.1892304564399714,0.11892304564399715,4131.54,lstm,confidence
0.3,9549,0.16106398575767095,11369.42,1.1906398575767096,0.11906398575767095,4010.58,ensemble_median,confidence
0.35,9526,0.1613478899853034,11369.08,1.193478899853034,0.1193478899853034,4000.92,cv_lstm,confidence
0.35,9429,0.1614169052921837,11259.82,1.194169052921837,0.1194169052921837,3960.18,lstm,confidence
0.44999999999999996,9152,0.1645541958041958,11216.16,1.225541958041958,0.12255419580419581,3843.8399999999997,ensemble_median,fixed
0.49999999999999994,8972,0.1647347302719572,11011.76,1.227347302719572,0.12273473027195721,3768.24,lstm,fixed
0.49999999999999994,8912,0.16326301615798922,10806.96,1.2126301615798922,0.12126301615798922,3743.04,cv_lstm,fixed
0.39999999999999997,8814,0.16246879963694122,10618.12,1.2046879963694124,0.12046879963694122,3701.8799999999997,cv_lstm,confidence
0.35,8898,0.15958642391548664,10462.84,1.1758642391548664,0.11758642391548664,3737.16,ensemble_median,confidence
0.39999999999999997,8689,0.16100817125100703,10340.62,1.1900817125100702,0.11900817125100703,3649.3799999999997,lstm,confidence
0.3,8143,0.1639444922018912,9929.94,1.219444922018912,0.1219444922018912,3420.06,ensemble_equal_weight,fixed
0.49999999999999994,8160,0.16286764705882353,9862.8,1.2086764705882351,0.12086764705882354,3427.2,ensemble_median,fixed
0.39999999999999997,8021,0.16070315422017206,9521.18,1.1870315422017206,0.11870315422017207,3368.8199999999997,ensemble_median,confidence
0.44999999999999996,7943,0.16127407780435604,9473.94,1.1927407780435604,0.11927407780435605,3336.06,cv_lstm,confidence
0.49999999999999994,7943,0.16127407780435604,9473.94,1.1927407780435604,0.11927407780435605,3336.06,cv_lstm,confidence
0.5499999999999999,7943,0.16127407780435604,9473.94,1.1927407780435604,0.11927407780435605,3336.06,cv_lstm,fixed
0.5499999999999999,7943,0.16127407780435604,9473.94,1.1927407780435604,0.11927407780435605,3336.06,cv_lstm,confidence
0.44999999999999996,7740,0.1607235142118863,9189.2,1.1872351421188632,0.1187235142118863,3250.7999999999997,lstm,confidence
0.49999999999999994,7740,0.1607235142118863,9189.2,1.1872351421188632,0.1187235142118863,3250.7999999999997,lstm,confidence
0.5499999999999999,7740,0.1607235142118863,9189.2,1.1872351421188632,0.1187235142118863,3250.7999999999997,lstm,fixed
0.5499999999999999,7740,0.1607235142118863,9189.2,1.1872351421188632,0.1187235142118863,3250.7999999999997,lstm,confidence
0.3,7005,0.16416845110635261,8557.9,1.221684511063526,0.12216845110635262,2942.1,ensemble_weighted_lgb_favor,fixed
0.44999999999999996,7025,0.1595729537366548,8259.5,1.175729537366548,0.11757295373665481,2950.5,ensemble_median,confidence
0.49999999999999994,7025,0.1595729537366548,8259.5,1.175729537366548,0.11757295373665481,2950.5,ensemble_median,confidence
0.5499999999999999,7025,0.1595729537366548,8259.5,1.175729537366548,0.11757295373665481,2950.5,ensemble_median,fixed
0.5499999999999999,7025,0.1595729537366548,8259.5,1.175729537366548,0.11757295373665481,2950.5,ensemble_median,confidence
0.5999999999999999,6796,0.15935844614479105,7975.68,1.1735844614479105,0.11735844614479106,2854.3199999999997,cv_lstm,fixed
0.5999999999999999,6796,0.15935844614479105,7975.68,1.1735844614479105,0.11735844614479106,2854.3199999999997,cv_lstm,confidence
0.3,6956,0.15598044853364001,7928.48,1.1398044853364002,0.11398044853364002,2921.52,ensemble_equal_weight,confidence
0.35,6121,0.16859990197680116,7749.18,1.2659990197680118,0.12659990197680115,2570.8199999999997,ensemble_equal_weight,fixed
0.3,6446,0.15854793670493328,7512.68,1.1654793670493329,0.11654793670493328,2707.3199999999997,ensemble_weighted_lgb_favor,confidence
0.5999999999999999,6006,0.1635031635031635,7297.48,1.215031635031635,0.1215031635031635,2522.52,lstm,fixed
0.5999999999999999,6006,0.1635031635031635,7297.48,1.215031635031635,0.1215031635031635,2522.52,lstm,confidence
0.5999999999999999,5508,0.16176470588235295,6596.639999999999,1.1976470588235293,0.11976470588235295,2313.36,ensemble_median,fixed
