threshold,trades_taken,win_rate,net_pnl,pnl_per_trade,edge,total_commissions,model,position_sizing
0.3,35964,0.171338004671338,46515.12,1.29338004671338,0.129338004671338,15104.88,cv_lstm,fixed
0.35,32593,0.17120240542447765,42110.94,1.2920240542447765,0.12920240542447764,13689.06,cv_lstm,fixed
0.3,29941,0.1721051401088808,38954.78,1.301051401088808,0.1301051401088808,12575.22,cv_lstm,confidence
0.3,27700,0.18173285198555958,38706.0,1.3973285198555956,0.13973285198555957,11634.0,lstm,fixed
0.39999999999999997,29723,0.17181980284628065,38586.34,1.2981980284628065,0.12981980284628064,12483.66,cv_lstm,fixed
0.3,26458,0.18058810189734673,36667.64,1.3858810189734674,0.13858810189734672,11112.359999999999,ensemble_median,fixed
0.35,26152,0.18220403793208934,36666.16,1.4020403793208933,0.14020403793208935,10983.84,lstm,fixed
0.39999999999999997,24582,0.1838336994548857,34865.56,1.4183369945488569,0.14183369945488572,10324.44,lstm,fixed
0.44999999999999996,26785,0.17192458465559082,34800.3,1.2992458465559082,0.1299245846555908,11249.699999999999,cv_lstm,fixed
0.35,26570,0.1720361309747836,34550.6,1.300361309747836,0.13003613097478361,11159.4,cv_lstm,confidence
0.35,24200,0.18111570247933884,33666.0,1.3911570247933884,0.13911570247933885,10164.0,ensemble_median,fixed
0.3,23494,0.18434493913339575,33442.520000000004,1.4234493913339579,0.14234493913339574,9867.48,lstm,confidence
0.44999999999999996,22892,0.18499912633234317,32735.36,1.4299912633234317,0.14299912633234318,9614.64,lstm,fixed
0.35,21946,0.18509067711655883,31402.68,1.4309067711655883,0.14309067711655882,9217.32,lstm,confidence
0.49999999999999994,23838,0.17304304052353386,31238.04,1.3104304052353386,0.13104304052353388,10011.96,cv_lstm,fixed
0.39999999999999997,23700,0.17291139240506329,31026.0,1.3091139240506329,0.13091139240506328,9954.0,cv_lstm,confidence
0.39999999999999997,21987,0.18228953472506482,30845.46,1.402895347250648,0.14028953472506484,9234.539999999999,ensemble_median,fixed
0.3,22044,0.18145527127563055,30741.52,1.3945527127563055,0.13945527127563057,9258.48,ensemble_equal_weight,fixed
0.49999999999999994,20914,0.1862866979057091,30176.120000000003,1.4428669790570912,0.14428669790570908,8783.88,lstm,fixed
0.3,20931,0.18369881993215803,29658.98,1.4169881993215805,0.14169881993215805,8791.02,ensemble_median,confidence
0.39999999999999997,20376,0.1872791519434629,29602.08,1.452791519434629,0.14527915194346291,8557.92,lstm,confidence
0.44999999999999996,19571,0.18348576976138165,27690.18,1.4148576976138163,0.14148576976138166,8219.82,ensemble_median,fixed
0.3,19219,0.18528539466153285,27538.02,1.4328539466153285,0.14328539466153284,8071.98,ensemble_weighted_lgb_favor,fixed
0.44999999999999996,18686,0.1890185165364444,27471.88,1.470185165364444,0.14701851653644438,7848.12,lstm,confidence
0.49999999999999994,18686,0.1890185165364444,27471.88,1.470185165364444,0.14701851653644438,7848.12,lstm,confidence
0.5499999999999999,18686,0.1890185165364444,27471.88,1.470185165364444,0.14701851653644438,7848.12,lstm,fixed
0.5499999999999999,18686,0.1890185165364444,27471.88,1.470185165364444,0.14701851653644438,7848.12,lstm,confidence
0.44999999999999996,20762,0.1732010403622002,27239.96,1.3120104036220017,0.1312010403622002,8720.039999999999,cv_lstm,confidence
0.49999999999999994,20762,0.1732010403622002,27239.96,1.3120104036220017,0.1312010403622002,8720.039999999999,cv_lstm,confidence
0.5499999999999999,20762,0.1732010403622002,27239.96,1.3120104036220017,0.1312010403622002,8720.039999999999,cv_lstm,fixed
0.5499999999999999,20762,0.1732010403622002,27239.96,1.3120104036220017,0.1312010403622002,8720.039999999999,cv_lstm,confidence
0.35,18673,0.18475874256948535,26657.34,1.4275874256948535,0.14275874256948534,7842.66,ensemble_median,confidence
0.3,18315,0.1781053781053781,24927.7,1.361053781053781,0.1361053781053781,7692.299999999999,ensemble_equal_weight,confidence
0.49999999999999994,16928,0.18673204158790171,24500.24,1.4473204158790172,0.1447320415879017,7109.759999999999,ensemble_median,fixed
0.3,17213,0.18346598501132866,24350.54,1.4146598501132865,0.14146598501132868,7229.46,ensemble_weighted_lgb_favor,confidence
0.39999999999999997,16460,0.18681652490887,23836.8,1.4481652490886998,0.14481652490886998,6913.2,ensemble_median,confidence
0.5999999999999999,16111,0.1896840667866675,23793.38,1.476840667866675,0.1476840667866675,6766.62,lstm,fixed
0.5999999999999999,16111,0.1896840667866675,23793.38,1.476840667866675,0.1476840667866675,6766.62,lstm,confidence
0.35,16145,0.187736141220192,23529.1,1.45736141220192,0.14573614122019202,6780.9,ensemble_equal_weight,fixed
0.5999999999999999,17213,0.1713820949282519,22270.54,1.293820949282519,0.12938209492825192,7229.46,cv_lstm,fixed
0.5999999999999999,17213,0.1713820949282519,22270.54,1.293820949282519,0.12938209492825192,7229.46,cv_lstm,confidence
0.44999999999999996,14044,0.18926231842779834,20681.52,1.4726231842779836,0.14726231842779836,5898.48,ensemble_median,confidence
0.49999999999999994,14044,0.18926231842779834,20681.52,1.4726231842779836,0.14726231842779836,5898.48,ensemble_median,confidence
0.5499999999999999,14044,0.18926231842779834,20681.52,1.4726231842779836,0.14726231842779836,5898.48,ensemble_median,fixed
0.5499999999999999,14044,0.18926231842779834,20681.52,1.4726231842779836,0.14726231842779836,5898.48,ensemble_median,confidence
0.6499999999999999,13128,0.19028031687995126,19466.239999999998,1.4828031687995122,0.14828031687995125,5513.76,lstm,fixed
0.6499999999999999,13128,0.19028031687995126,19466.239999999998,1.4828031687995122,0.14828031687995125,5513.76,lstm,confidence
