date,trades,win_rate,total_pnl,avg_pnl
20251006,0,0.0,0,0.0
20251007,0,0.0,0,0.0
20251008,0,0.0,0,0.0
20251009,0,0.0,0,0.0
20251010,0,0.0,0,0.0
