date,trades,win_rate,total_pnl,avg_pnl
20251103,130822,0.1312852578312516,-140320.24,-1.0726043020287106
20251104,143822,0.1310230701839774,-168655.24000000002,-1.1726664905230078
20251105,134021,0.13583692107953232,69711.17999999998,0.5201511703389766
20251106,139749,0.14027291787418872,-228819.58000000013,-1.6373611260187917
20251107,308119,0.13810248637701666,-128659.98000000011,-0.41756587552212004
