trades_taken,win_rate,net_pnl,pnl_per_trade,edge,total_commissions,method,model
52296,0.16917163836622304,66505.68,1.2717163836622303,0.12717163836622303,21964.32,blending,rank_averaging
44868,0.17096817330837122,57865.44,1.2896817330837123,0.12896817330837124,18844.559999999998,individual,lstm
35964,0.171338004671338,46515.12,1.29338004671338,0.129338004671338,15104.88,individual,cv_lstm_avg
33086,0.1714320256301759,42823.880000000005,1.2943202563017593,0.12943202563017592,13896.119999999999,blending,optimal_weights
18350,0.17373297002724797,24173.0,1.3173297002724795,0.131732970027248,7707.0,blending,confidence_weighted
2793,0.19620479770855712,4306.9400000000005,1.5420479770855713,0.1542047977085571,1173.06,individual,lightgbm
379,0.1503957783641161,410.82,1.083957783641161,0.10839577836411611,159.18,stacking,neural_network
