date,trades,win_rate,total_pnl,avg_pnl
20251103,391983,0.11797705512739073,-169507.85999999996,-0.432436763839248
20251104,237006,0.13194602668286878,-309417.51999999996,-1.3055261048243503
20251105,168689,0.13978979067989022,66650.61999999998,0.39510946179063233
20251106,139815,0.14025676787183064,-240972.30000000013,-1.7235082072738985
20251107,393661,0.13583006698656966,-203962.62000000008,-0.5181174157460355
