timestamp,open,high,low,close,volume,gex_zero,nq_spot,adx,di_plus,di_minus,rsi,stoch_k,stoch_d,target
2025-11-11 00:00:00,1.4463636932688793,1.4616908346222224,1.4476828635850587,1.458796629385914,0.24114131785547527,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,0
2025-11-11 00:00:00,1.4463636932688793,1.4616908346222224,1.4476828635850587,1.458796629385914,0.24114131785547527,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,0
2025-11-11 00:00:01,1.4422423879609827,1.4616908346222224,1.4476828635850587,1.442311985630445,-0.23039157520049153,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,0
2025-11-11 00:00:01,1.4422423879609827,1.4616908346222224,1.4476828635850587,1.442311985630445,-0.23039157520049153,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,1
2025-11-11 00:00:02,1.4463636932688793,1.4493020875913347,1.4476828635850587,1.4546754684470466,-0.3732803306719966,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,1
2025-11-11 00:00:03,1.462848914500466,1.4616908346222224,1.4559080956195216,1.458796629385914,-0.40185808176629767,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,0
2025-11-11 00:00:03,1.4669702198083627,1.4616908346222224,1.4559080956195216,1.458796629385914,-0.40185808176629767,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,0
2025-11-11 00:00:04,1.4546063038846726,1.453431669934964,1.4476828635850587,1.4546754684470466,-0.2875470773890936,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,0
2025-11-11 00:00:04,1.4546063038846726,1.453431669934964,1.4476828635850587,1.4546754684470466,-0.2875470773890936,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,0
2025-11-11 00:00:04,1.4587276091925694,1.453431669934964,1.4476828635850587,1.4546754684470466,-0.2875470773890936,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,0
2025-11-11 00:00:04,1.450484998576776,1.453431669934964,1.4476828635850587,1.4546754684470466,-0.2875470773890936,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,0
2025-11-11 00:00:04,1.4587276091925694,1.453431669934964,1.4476828635850587,1.4546754684470466,-0.2875470773890936,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,0
2025-11-11 00:00:04,1.4546063038846726,1.453431669934964,1.4476828635850587,1.4546754684470466,-0.2875470773890936,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-1.4178799842699599,-1.5119308058820653,0
2025-11-11 00:00:04,1.450484998576776,1.453431669934964,1.4476828635850587,1.4546754684470466,-0.2875470773890936,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.5971334507117599,-0.6014808629448221,-1.5030002801550646,-0.006871642077751914,-1.5119308058820653,0
2025-11-11 00:00:04,1.4546063038846726,1.453431669934964,1.4476828635850587,1.4546754684470466,-0.2875470773890936,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.19725000937175266,-0.32928319454153304,-0.16938489882991686,-0.006871642077751914,-1.5119308058820653,0
2025-11-11 00:00:05,1.4463636932688793,1.4493020875913347,1.45179547960229,1.4546754684470466,-0.4447247084077492,-0.7041573230408675,-0.7050904384783374,-2.681330696761932,-0.16918801348824344,-0.31018160377639,-0.16938489882991686,-0.006871642077751914,-0.006757482873678239,0
