timestamp,open,high,low,close,volume,gex_zero,nq_spot,returns,log_returns,rsi,adx,di_plus,di_minus,stoch_k,stoch_d,target
2025-11-10 19:00:00-05:00,2574200.0,2574325.0,2574175.0,2574275.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-10 19:00:00-05:00,2574200.0,2574325.0,2574175.0,2574275.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-10 19:00:01-05:00,2574175.0,2574325.0,2574175.0,2574175.0,18.0,0.0,0.0,-3.884588864822014e-05,-3.8846643169292666e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-10 19:00:01-05:00,2574175.0,2574325.0,2574175.0,2574175.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-11-10 19:00:02-05:00,2574200.0,2574250.0,2574175.0,2574250.0,8.0,0.0,0.0,2.913554828243292e-05,2.913512385059008e-05,0.0,0.0,0.0,0.0,0.0,0.0,1
2025-11-10 19:00:03-05:00,2574300.0,2574325.0,2574225.0,2574275.0,6.0,0.0,0.0,9.71156647566751e-06,9.711519318711116e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-10 19:00:03-05:00,2574325.0,2574325.0,2574225.0,2574275.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-10 19:00:04-05:00,2574250.0,2574275.0,2574175.0,2574250.0,14.0,0.0,0.0,-9.711472162110546e-06,-9.711519318761631e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-10 19:00:04-05:00,2574250.0,2574275.0,2574175.0,2574250.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-10 19:00:04-05:00,2574275.0,2574275.0,2574175.0,2574250.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-10 19:00:04-05:00,2574225.0,2574275.0,2574175.0,2574250.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-10 19:00:04-05:00,2574275.0,2574275.0,2574175.0,2574250.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-10 19:00:04-05:00,2574250.0,2574275.0,2574175.0,2574250.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-11-10 19:00:04-05:00,2574225.0,2574275.0,2574175.0,2574250.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
2025-11-10 19:00:04-05:00,2574250.0,2574275.0,2574175.0,2574250.0,14.0,0.0,0.0,0.0,0.0,44.44444444444444,0.0,4.918032786885245,3.278688524590164,50.0,0.0,0
2025-11-10 19:00:05-05:00,2574200.0,2574250.0,2574200.0,2574250.0,3.0,0.0,0.0,0.0,0.0,44.44444444444444,0.0,5.263157894736841,3.508771929824561,50.0,50.0,0
2025-11-10 19:00:05-05:00,2574200.0,2574250.0,2574200.0,2574250.0,3.0,0.0,0.0,0.0,0.0,80.0,0.0,5.660377358490567,3.773584905660378,50.0,50.0,0
2025-11-10 19:00:06-05:00,2574150.0,2574225.0,2574125.0,2574125.0,16.0,0.0,0.0,-4.855783237833755e-05,-4.855901134804582e-05,40.0,0.0,5.769230769230769,9.615384615384617,0.0,33.333333333333336,0
2025-11-10 19:00:06-05:00,2574175.0,2574225.0,2574125.0,2574125.0,16.0,0.0,0.0,0.0,0.0,14.285714285714292,0.0,5.660377358490567,9.433962264150944,0.0,16.666666666666668,0
2025-11-10 19:00:06-05:00,2574175.0,2574225.0,2574125.0,2574125.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.433962264150944,0.0,0.0,0
2025-11-10 19:00:06-05:00,2574175.0,2574225.0,2574125.0,2574125.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.433962264150944,0.0,0.0,0
2025-11-10 19:00:06-05:00,2574175.0,2574225.0,2574125.0,2574125.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.660377358490567,0.0,0.0,0
2025-11-10 19:00:06-05:00,2574150.0,2574225.0,2574125.0,2574125.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.660377358490567,0.0,0.0,0
2025-11-10 19:00:06-05:00,2574150.0,2574225.0,2574125.0,2574125.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.660377358490567,0.0,0.0,0
2025-11-10 19:00:06-05:00,2574125.0,2574225.0,2574125.0,2574125.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.660377358490567,0.0,0.0,0
2025-11-10 19:00:06-05:00,2574125.0,2574225.0,2574125.0,2574125.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.660377358490567,0.0,0.0,0
2025-11-10 19:00:06-05:00,2574125.0,2574225.0,2574125.0,2574125.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.660377358490567,0.0,0.0,1
2025-11-10 19:00:08-05:00,2574175.0,2574175.0,2574150.0,2574150.0,3.0,0.0,0.0,9.712038071096885e-06,9.711990909560493e-06,16.666666666666657,72.14285714285714,0.0,5.88235294117647,16.666666666666668,5.555555555555556,0
2025-11-10 19:00:08-05:00,2574150.0,2574175.0,2574150.0,2574150.0,3.0,0.0,0.0,0.0,0.0,16.666666666666657,77.85714285714286,0.0,6.25,20.0,12.222222222222223,1
2025-11-10 19:00:10-05:00,2574200.0,2574200.0,2574200.0,2574200.0,1.0,0.0,0.0,1.9423887496872183e-05,1.9423698855612198e-05,37.5,80.0,2.0833333333333335,6.25,60.0,32.22222222222222,0
2025-11-10 19:00:11-05:00,2574125.0,2574250.0,2574125.0,2574200.0,10.0,0.0,0.0,0.0,0.0,37.5,83.67346938775509,1.9607843137254906,11.76470588235294,60.0,46.666666666666664,1
2025-11-10 19:00:11-05:00,2574125.0,2574250.0,2574125.0,2574225.0,10.0,0.0,0.0,9.711755108332554e-06,9.71170794954424e-06,100.0,85.45918367346938,1.9607843137254906,5.88235294117647,80.0,66.66666666666667,1
2025-11-10 19:00:11-05:00,2574125.0,2574250.0,2574125.0,2574250.0,10.0,0.0,0.0,9.711660791111854e-06,9.711613633239513e-06,100.0,87.24489795918366,1.9230769230769231,5.769230769230769,100.0,80.0,0
2025-11-10 19:00:11-05:00,2574125.0,2574250.0,2574125.0,2574250.0,10.0,0.0,0.0,0.0,0.0,100.0,83.67346938775509,1.886792452830189,5.660377358490567,100.0,93.33333333333333,0
2025-11-10 19:00:11-05:00,2574125.0,2574250.0,2574125.0,2574250.0,10.0,0.0,0.0,0.0,0.0,100.0,80.10204081632652,1.8518518518518516,5.555555555555555,100.0,100.0,0
2025-11-10 19:00:11-05:00,2574125.0,2574250.0,2574125.0,2574250.0,10.0,0.0,0.0,0.0,0.0,100.0,76.53061224489795,1.8181818181818183,5.454545454545454,100.0,100.0,0
2025-11-10 19:00:11-05:00,2574125.0,2574250.0,2574125.0,2574225.0,10.0,0.0,0.0,-9.71156647566751e-06,-9.711613633234533e-06,83.33333333333333,72.95918367346938,1.785714285714286,5.357142857142857,80.0,93.33333333333333,0
2025-11-10 19:00:11-05:00,2574125.0,2574250.0,2574125.0,2574200.0,10.0,0.0,0.0,-9.711660791111854e-06,-9.711707949594839e-06,71.42857142857143,69.38775510204081,1.7543859649122806,5.263157894736841,60.0,80.0,0
2025-11-10 19:00:11-05:00,2574125.0,2574250.0,2574125.0,2574200.0,10.0,0.0,0.0,0.0,0.0,71.42857142857143,65.81632653061224,1.7241379310344827,5.172413793103448,60.0,66.66666666666667,0
