threshold,trades_taken,win_rate,net_pnl,pnl_per_trade,edge,total_commissions,model,position_sizing
0.5999999999999999,14906,0.17134039983899102,19279.48,1.2934039983899102,0.12934039983899104,6260.5199999999995,ensemble_median,confidence
0.35,13592,0.1781194820482637,18501.36,1.361194820482637,0.13611948204826368,5708.639999999999,ensemble_weighted_lgb_favor,fixed
0.35,13896,0.1732153137593552,18233.68,1.3121531375935522,0.1312153137593552,5836.32,ensemble_equal_weight,confidence
0.6499999999999999,13078,0.1699036549931182,16727.239999999998,1.279036549931182,0.12790365499311823,5492.76,cv_lstm,fixed
0.6499999999999999,13078,0.1699036549931182,16727.239999999998,1.279036549931182,0.12790365499311823,5492.76,cv_lstm,confidence
0.35,11598,0.17692705638903258,15648.84,1.349270563890326,0.13492705638903257,4871.16,ensemble_weighted_lgb_favor,confidence
0.6499999999999999,12523,0.1626607043040805,15110.34,1.206607043040805,0.1206607043040805,5259.66,lstm,fixed
0.6499999999999999,12523,0.1626607043040805,15110.34,1.206607043040805,0.1206607043040805,5259.66,lstm,confidence
0.39999999999999997,10658,0.17836367048226684,14533.64,1.3636367048226683,0.13636367048226683,4476.36,ensemble_equal_weight,fixed
0.6499999999999999,10607,0.16545677382860374,13095.060000000001,1.2345677382860376,0.12345677382860375,4454.94,ensemble_median,fixed
0.6499999999999999,10607,0.16545677382860374,13095.060000000001,1.2345677382860376,0.12345677382860375,4454.94,ensemble_median,confidence
0.39999999999999997,6486,0.18809744064138142,9475.880000000001,1.4609744064138146,0.14609744064138142,2724.12,ensemble_weighted_lgb_favor,fixed
0.7,7183,0.16789642210775443,9043.14,1.258964221077544,0.12589642210775442,3016.8599999999997,cv_lstm,fixed
0.7,7183,0.16789642210775443,9043.14,1.258964221077544,0.12589642210775442,3016.8599999999997,cv_lstm,confidence
0.39999999999999997,6806,0.17440493682045255,9011.48,1.3240493682045253,0.13240493682045257,2858.52,ensemble_equal_weight,confidence
0.7,7302,0.1563955080799781,8353.16,1.143955080799781,0.1143955080799781,3066.8399999999997,lstm,fixed
0.7,7302,0.1563955080799781,8353.16,1.143955080799781,0.1143955080799781,3066.8399999999997,lstm,confidence
0.7,5791,0.161112070454153,6897.780000000001,1.1911207045415302,0.119112070454153,2432.22,ensemble_median,fixed
0.7,5791,0.161112070454153,6897.780000000001,1.1911207045415302,0.119112070454153,2432.22,ensemble_median,confidence
0.39999999999999997,4492,0.1894479073909172,6623.360000000001,1.474479073909172,0.14744790739091718,1886.6399999999999,ensemble_weighted_lgb_favor,confidence
0.44999999999999996,4304,0.18773234200743494,6272.32,1.4573234200743495,0.14573234200743496,1807.6799999999998,ensemble_equal_weight,fixed
0.3,2878,0.19214732453092426,4321.24,1.5014732453092425,0.15014732453092428,1208.76,ensemble_max_confidence,fixed
0.3,2868,0.19246861924686193,4315.4400000000005,1.5046861924686195,0.15046861924686195,1204.56,ensemble_max_confidence,confidence
0.3,2793,0.19620479770855712,4306.9400000000005,1.5420479770855713,0.1542047977085571,1173.06,lightgbm,fixed
0.35,2585,0.18878143133462283,3794.3,1.4678143133462282,0.14678143133462285,1085.7,ensemble_max_confidence,fixed
0.35,2575,0.189126213592233,3788.5,1.4712621359223301,0.147126213592233,1081.5,ensemble_max_confidence,confidence
0.3,2497,0.1934321185422507,3781.26,1.5143211854225072,0.1514321185422507,1048.74,lightgbm,confidence
0.39999999999999997,2500,0.1864,3610.0,1.444,0.14440000000000003,1050.0,ensemble_max_confidence,fixed
0.39999999999999997,2490,0.18674698795180722,3604.2,1.4474698795180723,0.14474698795180724,1045.8,ensemble_max_confidence,confidence
0.49999999999999994,2449,0.18660677827684768,3541.42,1.446067782768477,0.1446067782768477,1028.58,ensemble_max_confidence,fixed
0.44999999999999996,2453,0.18630248675091723,3539.74,1.4430248675091724,0.14430248675091722,1030.26,ensemble_max_confidence,fixed
0.44999999999999996,2443,0.18665575112566515,3533.94,1.4465575112566518,0.14465575112566514,1026.06,ensemble_max_confidence,confidence
0.49999999999999994,2443,0.18665575112566515,3533.94,1.4465575112566518,0.14465575112566514,1026.06,ensemble_max_confidence,confidence
0.5499999999999999,2443,0.18665575112566515,3533.94,1.4465575112566518,0.14465575112566514,1026.06,ensemble_max_confidence,fixed
0.5499999999999999,2443,0.18665575112566515,3533.94,1.4465575112566518,0.14465575112566514,1026.06,ensemble_max_confidence,confidence
0.5999999999999999,2399,0.18632763651521467,3462.42,1.4432763651521467,0.14432763651521469,1007.5799999999999,ensemble_max_confidence,fixed
0.5999999999999999,2399,0.18632763651521467,3462.42,1.4432763651521467,0.14432763651521469,1007.5799999999999,ensemble_max_confidence,confidence
0.44999999999999996,2293,0.18927169646750983,3376.94,1.4727169646750982,0.14727169646750982,963.06,ensemble_weighted_lgb_favor,fixed
0.6499999999999999,2316,0.18393782383419688,3287.28,1.419378238341969,0.1419378238341969,972.7199999999999,ensemble_max_confidence,fixed
0.6499999999999999,2316,0.18393782383419688,3287.28,1.419378238341969,0.1419378238341969,972.7199999999999,ensemble_max_confidence,confidence
0.7499999999999999,2616,0.15061162079510704,2841.2799999999997,1.0861162079510702,0.10861162079510704,1098.72,lstm,fixed
0.7499999999999999,2616,0.15061162079510704,2841.2799999999997,1.0861162079510702,0.10861162079510704,1098.72,lstm,confidence
0.7,2040,0.17794117647058824,2773.2,1.3594117647058823,0.13594117647058823,856.8,ensemble_max_confidence,fixed
0.7,2040,0.17794117647058824,2773.2,1.3594117647058823,0.13594117647058823,856.8,ensemble_max_confidence,confidence
0.35,1426,0.2061711079943899,2341.08,1.641711079943899,0.1641711079943899,598.92,lightgbm,fixed
0.49999999999999994,1332,0.1906906906906907,1980.56,1.486906906906907,0.14869069069069069,559.4399999999999,ensemble_equal_weight,fixed
0.35,1130,0.20265486725663717,1815.4,1.6065486725663718,0.1606548672566372,474.59999999999997,lightgbm,confidence
0.7499999999999999,1174,0.17206132879045996,1526.92,1.3006132879045997,0.13006132879045995,493.08,ensemble_max_confidence,fixed
0.7499999999999999,1174,0.17206132879045996,1526.92,1.3006132879045997,0.13006132879045995,493.08,ensemble_max_confidence,confidence
0.49999999999999994,860,0.20465116279069767,1398.8,1.6265116279069767,0.1626511627906977,361.2,ensemble_weighted_lgb_favor,fixed
0.39999999999999997,768,0.20572916666666666,1257.44,1.6372916666666668,0.16372916666666665,322.56,lightgbm,fixed
0.7499999999999999,818,0.1784841075794621,1116.44,1.364841075794621,0.1364841075794621,343.56,cv_lstm,fixed
0.7499999999999999,818,0.1784841075794621,1116.44,1.364841075794621,0.1364841075794621,343.56,cv_lstm,confidence
0.7499999999999999,617,0.16531604538087522,760.86,1.233160453808752,0.12331604538087522,259.14,ensemble_median,fixed
0.7499999999999999,617,0.16531604538087522,760.86,1.233160453808752,0.12331604538087522,259.14,ensemble_median,confidence
0.44999999999999996,452,0.2079646017699115,750.16,1.659646017699115,0.1659646017699115,189.84,ensemble_equal_weight,confidence
0.49999999999999994,452,0.2079646017699115,750.16,1.659646017699115,0.1659646017699115,189.84,ensemble_equal_weight,confidence
0.5499999999999999,452,0.2079646017699115,750.16,1.659646017699115,0.1659646017699115,189.84,ensemble_equal_weight,fixed
0.5499999999999999,452,0.2079646017699115,750.16,1.659646017699115,0.1659646017699115,189.84,ensemble_equal_weight,confidence
0.39999999999999997,472,0.19703389830508475,731.76,1.5503389830508474,0.15503389830508474,198.23999999999998,lightgbm,confidence
0.44999999999999996,406,0.21182266009852216,689.48,1.6982266009852218,0.16982266009852215,170.51999999999998,lightgbm,fixed
0.44999999999999996,299,0.21739130434782608,524.42,1.7539130434782608,0.17539130434782607,125.58,ensemble_weighted_lgb_favor,confidence
0.49999999999999994,299,0.21739130434782608,524.42,1.7539130434782608,0.17539130434782607,125.58,ensemble_weighted_lgb_favor,confidence
0.5499999999999999,299,0.21739130434782608,524.42,1.7539130434782608,0.17539130434782607,125.58,ensemble_weighted_lgb_favor,fixed
0.5499999999999999,299,0.21739130434782608,524.42,1.7539130434782608,0.17539130434782607,125.58,ensemble_weighted_lgb_favor,confidence
0.49999999999999994,212,0.21226415094339623,360.96000000000004,1.7026415094339624,0.17026415094339625,89.03999999999999,lightgbm,fixed
0.7999999999999998,338,0.11834319526627218,258.03999999999996,0.7634319526627218,0.07634319526627219,141.96,lstm,fixed
0.7999999999999998,338,0.11834319526627218,258.03999999999996,0.7634319526627218,0.07634319526627219,141.96,lstm,confidence
0.5999999999999999,126,0.24603174603174602,257.08,2.04031746031746,0.204031746031746,52.919999999999995,ensemble_equal_weight,fixed
0.5999999999999999,126,0.24603174603174602,257.08,2.04031746031746,0.204031746031746,52.919999999999995,ensemble_equal_weight,confidence
0.7999999999999998,238,0.12605042016806722,200.04000000000002,0.8405042016806723,0.08405042016806723,99.96,ensemble_max_confidence,fixed
0.7999999999999998,238,0.12605042016806722,200.04000000000002,0.8405042016806723,0.08405042016806723,99.96,ensemble_max_confidence,confidence
0.5999999999999999,85,0.27058823529411763,194.3,2.2858823529411767,0.22858823529411765,35.699999999999996,ensemble_weighted_lgb_favor,fixed
0.5999999999999999,85,0.27058823529411763,194.3,2.2858823529411767,0.22858823529411765,35.699999999999996,ensemble_weighted_lgb_favor,confidence
0.44999999999999996,110,0.19090909090909092,163.8,1.4890909090909092,0.14890909090909094,46.199999999999996,lightgbm,confidence
0.49999999999999994,110,0.19090909090909092,163.8,1.4890909090909092,0.14890909090909094,46.199999999999996,lightgbm,confidence
0.5499999999999999,110,0.19090909090909092,163.8,1.4890909090909092,0.14890909090909094,46.199999999999996,lightgbm,fixed
0.5499999999999999,110,0.19090909090909092,163.8,1.4890909090909092,0.14890909090909094,46.199999999999996,lightgbm,confidence
0.6499999999999999,38,0.23684210526315788,74.04,1.948421052631579,0.19484210526315787,15.959999999999999,ensemble_equal_weight,fixed
0.6499999999999999,38,0.23684210526315788,74.04,1.948421052631579,0.19484210526315787,15.959999999999999,ensemble_equal_weight,confidence
0.5999999999999999,57,0.12280701754385964,46.06,0.8080701754385965,0.08080701754385965,23.939999999999998,lightgbm,fixed
0.5999999999999999,57,0.12280701754385964,46.06,0.8080701754385965,0.08080701754385965,23.939999999999998,lightgbm,confidence
0.6499999999999999,28,0.17857142857142858,38.24,1.3657142857142859,0.13657142857142857,11.76,ensemble_weighted_lgb_favor,fixed
0.6499999999999999,28,0.17857142857142858,38.24,1.3657142857142859,0.13657142857142857,11.76,ensemble_weighted_lgb_favor,confidence
0.6499999999999999,18,0.2222222222222222,32.44,1.8022222222222222,0.18022222222222223,7.56,lightgbm,fixed
0.6499999999999999,18,0.2222222222222222,32.44,1.8022222222222222,0.18022222222222223,7.56,lightgbm,confidence
0.7,6,0.5,27.48,4.58,0.458,2.52,lightgbm,fixed
0.7,6,0.5,27.48,4.58,0.458,2.52,lightgbm,confidence
0.7,3,0.6666666666666666,18.74,6.246666666666666,0.6246666666666666,1.26,ensemble_weighted_lgb_favor,fixed
0.7,3,0.6666666666666666,18.74,6.246666666666666,0.6246666666666666,1.26,ensemble_weighted_lgb_favor,confidence
0.7,3,0.6666666666666666,18.74,6.246666666666666,0.6246666666666666,1.26,ensemble_equal_weight,fixed
0.7,3,0.6666666666666666,18.74,6.246666666666666,0.6246666666666666,1.26,ensemble_equal_weight,confidence
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,lstm,fixed
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,lstm,confidence
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,lstm,fixed
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,lstm,confidence
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,cv_lstm,fixed
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,cv_lstm,confidence
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,cv_lstm,fixed
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,cv_lstm,confidence
0.7999999999999998,0,0.0,0.0,0.0,-0.041999999999999996,0.0,lightgbm,fixed
0.7999999999999998,0,0.0,0.0,0.0,-0.041999999999999996,0.0,lightgbm,confidence
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,lightgbm,fixed
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,lightgbm,confidence
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,lightgbm,fixed
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,lightgbm,confidence
0.7999999999999998,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_weighted_lgb_favor,fixed
0.7999999999999998,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_weighted_lgb_favor,confidence
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_weighted_lgb_favor,fixed
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_weighted_lgb_favor,confidence
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_weighted_lgb_favor,fixed
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_weighted_lgb_favor,confidence
0.7999999999999998,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_equal_weight,fixed
0.7999999999999998,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_equal_weight,confidence
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_equal_weight,fixed
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_equal_weight,confidence
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_equal_weight,fixed
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_equal_weight,confidence
0.7999999999999998,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_median,fixed
0.7999999999999998,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_median,confidence
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_median,fixed
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_median,confidence
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_median,fixed
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_median,confidence
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_max_confidence,fixed
0.8499999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_max_confidence,confidence
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_max_confidence,fixed
0.8999999999999999,0,0.0,0.0,0.0,-0.041999999999999996,0.0,ensemble_max_confidence,confidence
0.7499999999999999,1,0.0,-0.42,-0.42,-0.041999999999999996,0.42,lightgbm,fixed
0.7499999999999999,1,0.0,-0.42,-0.42,-0.041999999999999996,0.42,lightgbm,confidence
0.7499999999999999,1,0.0,-0.42,-0.42,-0.041999999999999996,0.42,ensemble_weighted_lgb_favor,fixed
0.7499999999999999,1,0.0,-0.42,-0.42,-0.041999999999999996,0.42,ensemble_weighted_lgb_favor,confidence
0.7499999999999999,1,0.0,-0.42,-0.42,-0.041999999999999996,0.42,ensemble_equal_weight,fixed
0.7499999999999999,1,0.0,-0.42,-0.42,-0.041999999999999996,0.42,ensemble_equal_weight,confidence
0.7999999999999998,2,0.0,-0.84,-0.42,-0.041999999999999996,0.84,cv_lstm,fixed
0.7999999999999998,2,0.0,-0.84,-0.42,-0.041999999999999996,0.84,cv_lstm,confidence
